2018-04-04T09:37:47.187Z - info: Smart Irrigation System is up and running...
2018-04-04T09:37:49.759Z - info: User function triggered, starting execution
2018-04-04T16:49:19.325Z - info: ค่า ETp ประจำวัน => 2.5659209759492363
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 2.052736780759389
วันที่รดน้ำครั้งต่อไป => 2018-08-29
accumulated ETc = 16.33311734660652
2018-04-04T16:49:19.325Z - info: วันที่ 236 ของปี ต้องให้น้ำห่างกัน 5 วัน เป็นเวลา 4 ชั่วโมง 32 นาที รวม 272 นาที
day[178] of 364 @2018-08-29
next day = 182
2018-04-04T16:49:19.325Z - info: day of 36
วันที่รดน้ำ => 2018-08-29
2018-04-04T16:49:19.325Z - info: สัปดาห์ที่ 26 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.45117870284131
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 1.960942962273048
วันที่รดน้ำครั้งต่อไป => 2018-09-03
2018-04-04T16:49:19.325Z - info: accumulated ETc = 15.947900712285598
วันที่ 241 ของปี ต้องให้น้ำห่างกัน 5 วัน เป็นเวลา 4 ชั่วโมง 26 นาที รวม 266 นาที
2018-04-04T16:49:19.326Z - info: day[184] of 364 @2018-09-03
next day = 188
day of 37
2018-04-04T16:49:19.326Z - info: วันที่รดน้ำ => 2018-09-03
สัปดาห์ที่ 27 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.3554619541600665
ค่า Kc => 0.8
2018-04-04T16:49:19.326Z - info: ค่า ETc ประจำวัน => 1.8843695633280533
วันที่รดน้ำครั้งต่อไป => 2018-09-09
accumulated ETc = 18.521095439484597
2018-04-04T16:49:19.326Z - info: วันที่ 246 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 5 ชั่วโมง 8 นาที รวม 308 นาที
2018-04-04T16:49:19.326Z - info: day[190] of 364 @2018-09-09
next day = 195
day of 38
2018-04-04T16:49:19.326Z - info: วันที่รดน้ำ => 2018-09-09
สัปดาห์ที่ 28 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.266424136012292
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 1.8131393088098335
2018-04-04T16:49:19.326Z - info: วันที่รดน้ำครั้งต่อไป => 2018-09-15
accumulated ETc = 17.721544119356643
2018-04-04T16:49:19.326Z - info: วันที่ 252 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 4 ชั่วโมง 55 นาที รวม 295 นาที
day[197] of 364 @2018-09-15
2018-04-04T16:49:19.326Z - info: next day = 202
day of 39
2018-04-04T16:49:19.326Z - info: วันที่รดน้ำ => 2018-09-15
สัปดาห์ที่ 29 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.2046395118088307
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 1.7637116094470646
2018-04-04T16:49:19.326Z - info: วันที่รดน้ำครั้งต่อไป => 2018-09-21
accumulated ETc = 16.781903997838683
2018-04-04T16:49:19.326Z - info: วันที่ 258 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 4 ชั่วโมง 39 นาที รวม 279 นาที
2018-04-04T16:49:19.327Z - info: day[204] of 364 @2018-09-21
next day = 209
day of 40
2018-04-04T16:49:19.327Z - info: วันที่รดน้ำ => 2018-09-21
สัปดาห์ที่ 30 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.1674938735308413
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 1.733995098824673
2018-04-04T16:49:19.327Z - info: วันที่รดน้ำครั้งต่อไป => 2018-09-27
2018-04-04T16:49:19.327Z - info: accumulated ETc = 15.734339863648179
2018-04-04T16:49:19.328Z - info: วันที่ 264 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 4 ชั่วโมง 22 นาที รวม 262 นาที
2018-04-04T16:49:19.328Z - info: day[211] of 364 @2018-09-27
next day = 216
day of 41
2018-04-04T16:49:19.328Z - info: วันที่รดน้ำ => 2018-09-27
สัปดาห์ที่ 31 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.151121376229016
ค่า Kc => 0.8
ค่า ETc ประจำวัน => 1.7208971009832128
2018-04-04T16:49:19.328Z - info: วันที่รดน้ำครั้งต่อไป => 2018-10-03
accumulated ETc = 14.64298514519931
2018-04-04T16:49:19.328Z - info: วันที่ 270 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 4 ชั่วโมง 4 นาที รวม 244 นาที
2018-04-04T16:49:19.328Z - info: day[218] of 364 @2018-10-03
next day = 223
day of 42
2018-04-04T16:49:19.328Z - info: วันที่รดน้ำ => 2018-10-03
สัปดาห์ที่ 32 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.1510957852958157
2018-04-04T16:49:19.328Z - info: ค่า Kc => 0.8
ค่า ETc ประจำวัน => 1.7208766282366526
2018-04-04T16:49:19.328Z - info: วันที่รดน้ำครั้งต่อไป => 2018-10-09
accumulated ETc = 13.584824401302818
2018-04-04T16:49:19.328Z - info: วันที่ 276 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 3 ชั่วโมง 46 นาที รวม 226 นาที
day[225] of 364 @2018-10-09
next day = 230
day of 43
2018-04-04T16:49:19.328Z - info: วันที่รดน้ำ => 2018-10-09
สัปดาห์ที่ 33 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.1632214426775787
2018-04-04T16:49:19.329Z - info: ค่า Kc => 0.8
ค่า ETc ประจำวัน => 1.730577154142063
2018-04-04T16:49:19.329Z - info: วันที่รดน้ำครั้งต่อไป => 2018-10-15
accumulated ETc = 12.628347898410501
2018-04-04T16:49:19.329Z - info: วันที่ 282 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 3 ชั่วโมง 30 นาที รวม 210 นาที
day[232] of 364 @2018-10-15
next day = 237
2018-04-04T16:49:19.329Z - info: day of 44
วันที่รดน้ำ => 2018-10-15
2018-04-04T16:49:19.329Z - info: สัปดาห์ที่ 34 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.1841884057110352
ค่า Kc => 0.7
ค่า ETc ประจำวัน => 1.5289318839977246
วันที่รดน้ำครั้งต่อไป => 2018-10-22
accumulated ETc = 12.018259139911315
วันที่ 288 ของปี ต้องให้น้ำห่างกัน 7 วัน เป็นเวลา 3 ชั่วโมง 20 นาที รวม 200 นาที
day[239] of 364 @2018-10-22
next day = 245
day of 45
วันที่รดน้ำ => 2018-10-22
สัปดาห์ที่ 35 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.2170693027660953
ค่า Kc => 0.7
ค่า ETc ประจำวัน => 1.5519485119362666
วันที่รดน้ำครั้งต่อไป => 2018-10-29
2018-04-04T16:49:19.329Z - info: accumulated ETc = 11.314077233145227
วันที่ 295 ของปี ต้องให้น้ำห่างกัน 7 วัน เป็นเวลา 3 ชั่วโมง 9 นาที รวม 189 นาที
day[247] of 364 @2018-10-29
next day = 253
2018-04-04T16:49:19.329Z - info: day of 46
วันที่รดน้ำ => 2018-10-29
2018-04-04T16:49:19.330Z - info: สัปดาห์ที่ 36 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.2576410615249274
ค่า Kc => 0.7
ค่า ETc ประจำวัน => 1.580348743067449
2018-04-04T16:49:19.330Z - info: วันที่รดน้ำครั้งต่อไป => 2018-11-05
accumulated ETc = 10.851248790796161
2018-04-04T16:49:19.330Z - info: วันที่ 302 ของปี ต้องให้น้ำห่างกัน 7 วัน เป็นเวลา 3 ชั่วโมง 1 นาที รวม 181 นาที
day[255] of 364 @2018-11-05
next day = 261
day of 47
2018-04-04T16:49:19.330Z - info: วันที่รดน้ำ => 2018-11-05
สัปดาห์ที่ 37 จากทั้งหมด 52 สัปดาห์
2018-04-04T16:49:19.330Z - info: ค่า ETp ประจำวัน => 2.305556303774011
ค่า Kc => 0.7
ค่า ETc ประจำวัน => 1.6138894126418075
วันที่รดน้ำครั้งต่อไป => 2018-11-12
2018-04-04T16:49:19.330Z - info: accumulated ETc = 10.60631987013485
2018-04-04T16:49:19.330Z - info: วันที่ 309 ของปี ต้องให้น้ำห่างกัน 7 วัน เป็นเวลา 2 ชั่วโมง 57 นาที รวม 177 นาที
day[263] of 364 @2018-11-12
next day = 269
day of 48
2018-04-04T16:49:19.330Z - info: วันที่รดน้ำ => 2018-11-12
สัปดาห์ที่ 38 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.360660855877866
ค่า Kc => 0.7
2018-04-04T16:49:19.330Z - info: ค่า ETc ประจำวัน => 1.652462599114506
วันที่รดน้ำครั้งต่อไป => 2018-11-18
accumulated ETc = 8.384949372443243
2018-04-04T16:49:19.330Z - info: วันที่ 316 ของปี ต้องให้น้ำห่างกัน 6 วัน เป็นเวลา 2 ชั่วโมง 20 นาที รวม 140 นาที
day[271] of 364 @2018-11-18
2018-04-04T16:49:19.330Z - info: next day = 276
day of 49
วันที่รดน้ำ => 2018-11-18
2018-04-04T16:49:19.330Z - info: สัปดาห์ที่ 39 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.413242091525989
ค่า Kc => 0.6
ค่า ETc ประจำวัน => 1.4479452549155933
2018-04-04T16:49:19.331Z - info: วันที่รดน้ำครั้งต่อไป => 2018-11-25
accumulated ETc = 9.066112297179423
2018-04-04T16:49:19.331Z - info: วันที่ 322 ของปี ต้องให้น้ำห่างกัน 7 วัน เป็นเวลา 2 ชั่วโมง 31 นาที รวม 151 นาที
day[278] of 364 @2018-11-25
2018-04-04T16:49:19.331Z - info: next day = 284
day of 50
วันที่รดน้ำ => 2018-11-25
2018-04-04T16:49:19.331Z - info: สัปดาห์ที่ 40 จากทั้งหมด 52 สัปดาห์
ค่า ETp ประจำวัน => 2.480164088615202
ค่า Kc => 0.6
ค่า ETc ประจำวัน => 1.4880984531691213
